top_0_prob,top_1_prob,top_2_prob,top_3_prob,top_4_prob,top_5_prob,top_6_prob,top_7_prob,top_8_prob,top_9_prob,is_member
0.98952955,0.00808122,0.0010847602,0.00060298457,0.00034025492,0.00023990101,9.716069e-05,1.4968453e-05,8.280551e-06,9.83073e-07,1
0.5372317,0.210237,0.14680222,0.07117527,0.011510512,0.010554192,0.008032725,0.0022978887,0.0015497598,0.0006087844,1
0.9999764,2.035415e-05,3.086398e-06,7.5310204e-08,4.2399215e-08,1.6329027e-08,7.601761e-09,4.040423e-09,3.79075e-09,3.469417e-09,1
0.9975606,0.0019952,0.0003730451,4.9812308e-05,1.1515412e-05,3.912127e-06,3.3885676e-06,1.8886715e-06,4.0251038e-07,2.3274707e-07,1
0.94787514,0.023087151,0.022116145,0.0055732746,0.00094401086,0.000269001,5.840892e-05,3.807808e-05,3.273907e-05,6.065859e-06,1
0.9832575,0.0127489595,0.0035708316,0.00028591877,0.000100460195,2.7900354e-05,3.7293107e-06,1.6622679e-06,1.6479296e-06,1.4409318e-06,1
0.5276559,0.4589516,0.0049540047,0.004030678,0.002911001,0.0013466405,8.004127e-05,3.5823752e-05,2.0286298e-05,1.4084161e-05,1
0.7044569,0.20273533,0.08422762,0.0042234473,0.0037716315,0.00033152825,0.00012568208,7.76051e-05,2.66094e-05,2.3607736e-05,1
0.56730825,0.35447082,0.027403576,0.018741403,0.013344933,0.012318092,0.0053792247,0.0005076582,0.0003993353,0.00012674622,1
0.8453416,0.08763433,0.027321478,0.017613199,0.011153439,0.00882297,0.0008328443,0.00075475214,0.00036155118,0.00016380825,1
0.99999964,3.538498e-07,3.4564017e-08,2.0668072e-08,2.446578e-09,1.3723066e-09,4.5588788e-10,3.2251726e-10,9.434193e-11,8.728793e-12,1
0.85961384,0.124802314,0.00823228,0.005582108,0.0008371534,0.00058499933,0.00032175335,1.2702808e-05,6.9752364e-06,5.9103404e-06,1
0.8952643,0.103772335,0.00065373286,0.0001773139,0.00010285931,1.3886892e-05,6.9416424e-06,5.2366095e-06,2.4668193e-06,9.4994317e-07,1
0.98775977,0.0059329006,0.004147797,0.0012696844,0.00034055585,0.0003058669,0.00011388034,6.649414e-05,4.068789e-05,2.2255399e-05,1
0.99573356,0.0027226044,0.00090616534,0.0003171011,0.0001717175,5.273016e-05,2.7988648e-05,2.752812e-05,2.4054363e-05,1.6658825e-05,1
0.91950405,0.08034985,6.519426e-05,5.68507e-05,8.808371e-06,6.871569e-06,6.144878e-06,1.6808812e-06,2.8580573e-07,2.4012922e-07,1
0.90302885,0.08582433,0.005073636,0.0025486879,0.0014800669,0.0012554704,0.00031775492,0.00031517763,0.00011675812,3.9335897e-05,1
0.99995947,3.58292e-05,2.451776e-06,1.6837752e-06,1.8027465e-07,1.3655479e-07,1.1784237e-07,6.887484e-08,4.3235396e-08,1.25973925e-08,1
0.98565674,0.0058866856,0.003311308,0.0029601161,0.0016772342,0.00033186804,7.035797e-05,5.0550727e-05,2.884252e-05,2.634404e-05,1
0.9858102,0.010325562,0.002048645,0.0008899625,0.00036881358,0.00036263024,0.00014640404,3.9044633e-05,6.8619534e-06,1.9065861e-06,1
0.649772,0.20187065,0.050858296,0.04044525,0.026271986,0.024763782,0.0057311254,0.00014112853,0.00011078858,3.498334e-05,1
0.9999225,6.7766356e-05,4.659124e-06,3.067452e-06,1.3659565e-06,5.814196e-07,3.7973063e-08,3.1677796e-08,6.306034e-09,1.8420725e-09,1
0.9901849,0.0026597346,0.002256983,0.0021603804,0.0014397627,0.00075977104,0.00043823328,5.5871915e-05,2.773658e-05,1.6613492e-05,1
0.5764112,0.15483803,0.116344616,0.09412056,0.03671408,0.015706126,0.0026611849,0.0021349702,0.00093332573,0.00013587925,1
0.9983918,0.0008864062,0.00031255747,0.0002897095,7.7251854e-05,1.3357123e-05,1.1960669e-05,8.614586e-06,4.9787695e-06,3.3223278e-06,1
0.99994636,4.980256e-05,2.8334252e-06,2.0571747e-07,1.674704e-07,1.558378e-07,1.2994782e-07,1.2649278e-07,9.977786e-08,5.1642868e-08,1
0.9975563,0.0020847553,0.00019938732,8.145343e-05,4.3407825e-05,2.6632022e-05,3.2866294e-06,2.4835626e-06,1.6913343e-06,5.3800727e-07,1
0.4176553,0.29359397,0.073861256,0.06940269,0.042834,0.03862883,0.026554419,0.017213471,0.015988551,0.004267563,1
0.9990244,0.00041436928,0.00036992622,8.813853e-05,4.8712194e-05,2.5593014e-05,9.511202e-06,9.260967e-06,6.9624675e-06,3.1496115e-06,1
0.9955647,0.0035073194,0.0005552731,0.00035377417,5.2297946e-06,4.9536184e-06,4.070649e-06,3.627025e-06,8.708272e-07,1.2301655e-07,1
0.9976178,0.0015527133,0.0005207067,0.00011603854,8.386214e-05,3.3437238e-05,3.2636384e-05,2.683828e-05,1.4224018e-05,1.6207471e-06,1
0.86496717,0.132413,0.0011738902,0.0007402574,0.00026396173,0.00017474148,0.00014980251,4.9515136e-05,4.0477644e-05,2.7165896e-05,1
0.96035117,0.02753042,0.0052114935,0.004781653,0.0015808626,0.00019780833,0.00018749169,0.0001227926,3.49219e-05,1.4899266e-06,1
0.99998534,1.2467581e-05,1.6054856e-06,2.4839784e-07,1.7268121e-07,1.2028426e-07,9.919614e-08,2.0302963e-08,1.1852488e-08,9.124543e-09,1
0.99373394,0.0048125004,0.0006999757,0.00040255318,0.00015647589,6.854464e-05,4.539867e-05,3.954821e-05,3.5440884e-05,5.5367905e-06,1
0.6313111,0.34912673,0.0063132797,0.00597672,0.0028869258,0.0027910708,0.0008976005,0.00047050838,0.00014289077,8.3162675e-05,1
0.5894182,0.15758389,0.10601062,0.060601175,0.04014716,0.028038979,0.007869578,0.005929741,0.0025766122,0.00182399,1
0.9996445,0.00034541253,3.7466416e-06,2.6534901e-06,1.7347135e-06,1.0899108e-06,4.2598683e-07,3.9587843e-07,1.03162485e-07,2.1352221e-08,1
0.9909627,0.008956427,7.449282e-05,5.283467e-06,6.161664e-07,1.9776182e-07,1.5848111e-07,8.486589e-08,5.111247e-08,4.3507768e-08,1
0.55548745,0.4406889,0.003089678,0.0004391232,8.617458e-05,7.076148e-05,5.8552992e-05,4.5574074e-05,2.6330912e-05,7.418933e-06,1
0.7240425,0.21390493,0.05124257,0.009762398,0.0004920277,0.0002392408,0.00018038756,6.729107e-05,4.9169772e-05,1.9442305e-05,1
0.9988059,0.0007242045,0.00040151383,2.8898741e-05,1.6729535e-05,1.3223883e-05,3.913747e-06,2.6850016e-06,2.1063868e-06,7.79746e-07,1
0.99817574,0.0013478688,0.00020406114,0.00016335746,5.2884498e-05,3.1137915e-05,1.31890865e-05,5.5791916e-06,4.3216223e-06,1.8930286e-06,1
0.9960491,0.0020321987,0.0012049126,0.0004915309,0.00015716237,1.843226e-05,1.6227581e-05,1.5687507e-05,1.3103077e-05,1.5886715e-06,1
0.9983438,0.0007223789,0.00039923238,0.00014224253,0.00013559486,0.00013319052,5.540449e-05,3.9044917e-05,1.7827697e-05,1.1251833e-05,1
0.68921864,0.30221957,0.0040934156,0.0027983186,0.0010695684,0.00020896288,0.0002074267,0.00012746787,4.1496816e-05,1.5089729e-05,1
0.77622056,0.10214126,0.039767954,0.03636612,0.018641379,0.012925023,0.012542076,0.0009555669,0.00033899522,0.00010097366,1
0.9475793,0.03998728,0.0061522597,0.0054261177,0.00033164982,0.0002605218,0.00016608233,4.396293e-05,4.1265495e-05,1.1521429e-05,1
0.999961,2.5221178e-05,3.273587e-06,3.1741406e-06,2.7743572e-06,2.4133842e-06,1.1577413e-06,5.403631e-07,2.5584876e-07,3.0168653e-08,1
0.71527404,0.28255647,0.0008434652,0.00079112285,0.00021778443,0.0001547506,0.00010029781,5.009252e-05,1.0546609e-05,1.4432638e-06,1
0.9999764,1.4936556e-05,7.808322e-06,8.098865e-07,2.8558917e-08,1.20072e-08,1.0300023e-08,5.059153e-09,3.3741552e-09,1.9543462e-09,1
0.96561205,0.029280413,0.002345587,0.00092505524,0.0006675382,0.0005331693,0.00031329715,0.00012932891,0.00011916452,7.4382035e-05,1
0.9999912,4.10272e-06,2.1312865e-06,9.697487e-07,8.987256e-07,6.9962243e-07,1.5655345e-08,1.2584776e-08,5.6196248e-09,1.7753498e-09,1
0.9994991,0.00021683476,0.00014853684,5.251186e-05,5.068979e-05,1.9601339e-05,8.873148e-06,2.5014167e-06,7.823333e-07,5.983799e-07,1
0.9569327,0.02596932,0.0077877464,0.0066116094,0.0020992812,0.00028627747,0.00020146056,5.4149925e-05,3.0845164e-05,2.6587508e-05,1
0.9902469,0.00631428,0.0018851849,0.0014351581,4.1753792e-05,2.8819582e-05,2.7568978e-05,7.1743084e-06,7.0682427e-06,6.021127e-06,1
0.9988563,0.00025083215,0.000199965,0.00018891886,0.00017745423,0.0001760637,8.959831e-05,2.981634e-05,2.934353e-05,1.7275713e-06,1
0.9991559,0.0002768108,0.00023384194,0.00019525745,4.6278434e-05,3.4589983e-05,2.6303633e-05,1.8437755e-05,8.818683e-06,3.7525824e-06,1
0.99475807,0.0038446642,0.0013758689,1.3144129e-05,3.2869696e-06,2.9005553e-06,1.0281237e-06,7.0373875e-07,2.9707064e-07,1.2888829e-07,1
0.47628468,0.34446946,0.08726753,0.074447736,0.016204273,0.0008001095,0.00028064963,0.00016568476,7.7441226e-05,2.3727519e-06,1
0.9437362,0.049497977,0.0023941328,0.0016622901,0.0013613338,0.000974138,0.00013709873,0.00011823846,0.000100507525,1.8022378e-05,1
0.9997534,0.00018416252,3.9204442e-05,8.454881e-06,7.2496723e-06,6.7102756e-06,3.4278042e-07,3.0911684e-07,2.2938167e-07,4.1951402e-08,1
0.97850853,0.00891776,0.005227486,0.0050047194,0.002001406,0.00025081105,4.7827063e-05,3.7517988e-05,2.4797175e-06,1.3652898e-06,1
0.99901545,0.0006106576,0.00031158302,3.6882055e-05,1.5228916e-05,5.030697e-06,3.6208012e-06,1.3875405e-06,1.337124e-07,1.694036e-08,1
0.9926696,0.0024630588,0.002073983,0.0018591861,0.00052263006,0.00032416786,6.9907925e-05,1.2872715e-05,2.8086163e-06,1.8027039e-06,1
0.99995875,2.9215607e-05,5.3114004e-06,3.7723003e-06,2.3108569e-06,4.0797374e-07,5.8998317e-08,5.3107218e-08,3.564974e-08,1.6914523e-08,1
0.9991804,0.0007169182,8.381346e-05,1.0139606e-05,3.3091223e-06,1.7110896e-06,1.6227037e-06,1.477855e-06,4.834882e-07,9.734226e-08,1
0.9999418,4.6733992e-05,9.112838e-06,7.0322415e-07,6.9528255e-07,3.2186924e-07,2.62376e-07,2.3805052e-07,6.7647335e-08,4.2377135e-08,1
0.9831685,0.0136263035,0.001517689,0.0014290051,0.00023561849,1.2488895e-05,8.126206e-06,1.6754061e-06,4.7612244e-07,1.0353578e-07,1
0.9975067,0.0023664709,7.403337e-05,2.539687e-05,7.773239e-06,7.114802e-06,4.798618e-06,4.090026e-06,2.6081698e-06,9.91972e-07,1
0.98280233,0.014824948,0.00087905256,0.00048803407,0.00038515325,0.00018138009,0.00014592352,0.00013281027,0.00010226107,5.816034e-05,1
0.9935934,0.0056101843,0.0004910601,9.957666e-05,6.680614e-05,5.946277e-05,3.666621e-05,2.1186197e-05,1.6552578e-05,5.1087377e-06,1
0.9973793,0.0018607979,0.00029525225,0.00019514555,8.274385e-05,6.1819104e-05,5.4546686e-05,4.426265e-05,1.3817972e-05,1.2364163e-05,1
0.89017457,0.038869284,0.029301824,0.022318317,0.009008824,0.004879073,0.0030922235,0.0019747321,0.00036297212,1.8277085e-05,1
0.8602037,0.12276578,0.0115272915,0.0020657836,0.0013603488,0.0012581619,0.00070457824,6.711934e-05,2.6509264e-05,2.0810654e-05,1
0.9999784,1.4754252e-05,1.7106967e-06,1.4765549e-06,1.2102784e-06,1.1302626e-06,1.1208916e-06,1.3164731e-07,6.2043924e-08,6.9788695e-09,1
0.7650962,0.075876035,0.06928696,0.049631756,0.025243914,0.009930224,0.0026941106,0.0017960574,0.0003053041,0.00013939595,1
0.9771846,0.015345609,0.001987747,0.0017044034,0.0013436204,0.0012741924,0.0004944657,0.0004565918,0.00013705726,7.1744784e-05,1
0.5443252,0.44636726,0.0053349207,0.0030776742,0.00032335593,0.00028579545,0.000105119114,7.127654e-05,5.7559995e-05,5.192431e-05,1
0.91518885,0.052686602,0.017808676,0.005039896,0.0042515225,0.0021300833,0.0017451922,0.000509448,0.00044551,0.00019434726,1
0.9999956,3.2810576e-06,8.417039e-07,1.0152999e-07,8.881434e-08,4.5117815e-08,1.2086682e-08,8.172534e-09,4.1035322e-10,2.1056158e-10,1
0.7452254,0.2543483,0.00035451533,2.3998185e-05,2.3389568e-05,1.01528685e-05,9.081508e-06,3.1840443e-06,1.8451294e-06,6.685385e-08,1
0.9144509,0.050981697,0.013341794,0.0067918375,0.0052384543,0.0030841033,0.0020609696,0.0019603388,0.0015769064,0.0005130957,1
0.98385555,0.014431567,0.0014859125,8.138405e-05,7.4943055e-05,2.9050638e-05,1.6873744e-05,1.0318619e-05,9.534967e-06,4.9089435e-06,1
0.9945557,0.0036114664,0.0010792963,0.00038275542,0.00017468484,0.00015593687,2.054561e-05,1.2166733e-05,5.2242394e-06,2.2640004e-06,1
0.9999807,1.20445775e-05,4.164095e-06,1.8363468e-06,6.192539e-07,2.2593665e-07,1.6163665e-07,1.5009316e-07,8.728047e-08,1.5305517e-08,1
0.99978465,0.00019347793,1.5714671e-05,2.1509284e-06,1.6687287e-06,1.0734778e-06,3.6907633e-07,3.620375e-07,3.572376e-07,2.4527003e-07,1
0.9976241,0.0020803981,0.0001494505,5.8443773e-05,4.695807e-05,1.9146197e-05,1.8590734e-05,1.8709177e-06,5.1025125e-07,4.1659837e-07,1
0.77927285,0.2201113,0.00026836945,0.00019622591,4.191995e-05,4.0566283e-05,3.3547734e-05,1.5689908e-05,1.40864095e-05,5.3626936e-06,1
0.48051557,0.40051594,0.10410817,0.0071125464,0.003893139,0.0034521972,0.00033962683,4.0514544e-05,1.4095196e-05,8.207538e-06,1
0.97498477,0.023918591,0.00040044764,0.00019243175,0.00018720696,0.00015579557,8.9677626e-05,5.4557902e-05,1.2972314e-05,3.420141e-06,1
0.8668971,0.09579989,0.032288294,0.0021593885,0.001845901,0.00069931033,0.00017977125,7.957947e-05,2.7080561e-05,2.3604143e-05,1
0.96241564,0.035044923,0.0019774274,0.00021909458,0.00014920434,7.1548275e-05,6.1784434e-05,3.6172314e-05,1.2558868e-05,1.1537817e-05,1
0.9996983,0.00018678245,4.37414e-05,3.6282403e-05,1.251997e-05,6.174084e-06,5.880552e-06,5.0734925e-06,4.6817236e-06,5.7051705e-07,1
0.8362554,0.06807026,0.048528668,0.02872934,0.009497298,0.0031231805,0.0026162781,0.0014970812,0.0012227996,0.0004598172,1
0.99994147,3.892723e-05,9.45351e-06,3.679882e-06,1.9467568e-06,1.817183e-06,1.2045558e-06,9.1664e-07,4.0033387e-07,1.1188269e-07,1
0.8404319,0.122516684,0.01329833,0.012103067,0.01060016,0.00032047735,0.00023500553,0.00022564748,0.00017117149,9.7528435e-05,1
0.9995485,0.00039054005,3.717215e-05,1.0461584e-05,8.765649e-06,2.0503728e-06,1.6090753e-06,4.1101973e-07,3.2533038e-07,8.644963e-08,1
0.99066997,0.0044293464,0.003246369,0.0014758651,6.89787e-05,5.625476e-05,2.4211813e-05,1.7462198e-05,5.852574e-06,5.7245943e-06,1
0.9992042,0.00043352813,0.00028015196,6.0136485e-05,1.0450473e-05,6.0955213e-06,2.6723412e-06,2.3645512e-06,2.0803057e-07,1.0268878e-07,1
0.99279493,0.005198394,0.00070381875,0.0005436854,0.00044869856,0.00019540408,7.883121e-05,2.9620318e-05,5.3637386e-06,1.2360161e-06,1
